address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,trailingPegRatio
"14-10, Shiba 1-chome",Minato-ku,Tokyo,105-0014,Japan,81 3 3452 7171,https://www.satori.co.jp,Semiconductors,semiconductors,Semiconductors,Technology,technology,Technology,"Satori Electric Co., Ltd., together with its subsidiaries, distributes electronic parts and equipment in Japan and internationally. The company offers semiconductors, electrical parts and materials, electronic components, and factory automation and systems; and IoT and embedded solutions, as well as contract services. It is also involved in the development and production of information control systems and switching devices; and design and development of integrated circuits and microprocessors. The company was incorporated in 1947 and is headquartered in Tokyo, Japan.","[{'maxAge': 1, 'name': 'Mr. Hiroyuki  Satori', 'age': 58, 'title': 'President, Executive Officer & Representative Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Masaomi  Ichikawa', 'title': 'Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Toshikage  Miyazawa', 'age': 64, 'title': 'Head of Industrial Infrastructure Segment & Managing Executive Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hiroshi  Nakamaru', 'age': 64, 'title': 'Managing Executive Officer & Head of Global Segment', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Koji  Suwahara', 'age': 62, 'title': 'Managing Executive Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Naruhiko  Mizukoshi', 'title': 'Managing Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Tetsuyuki  Hishikawa', 'title': 'Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Toshihiro  Nishioka', 'title': 'Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Yuji  Yoneyama', 'title': 'Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Yuji  Katsumi', 'title': 'Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,1856.0,1838.0,1837.0,1868.0,1856.0,1838.0,1837.0,1868.0,90.0,4.85,1764201600,0.6363,4.28,0.052,13.1231,57600,57600,82417,54880,54880,1840.0,1863.0,0,0,26640838656,1335.0,2057.0,0.1705101,1703.84,1692.02,86.0,0.046336208,JPY,False,38220820480,0.01615,11659953,14353900,0.1595,0.18897,14444300,2251.376,0.82438475,1748649600,1780185600,1748649600,1.219,2524000000,141.43,0.245,8.347,-0.060253143,0.1513431,44.0,1764201600,EQUITY,1856.0,none,9127999488,635.925,4578999808,19721000960,1.3,1.758,156242001920,59.217,10893.699,0.03073,0.07891,15553000448,2086499968,1303000064,1.217,0.014,0.09954,0.02931,0.028110001,JPY,7420.T,en-US,US,Equity,Delayed Quote,False,LOW,[],1755844200,JPX,finmb_883444,Asia/Tokyo,JST,32400000,jp_market,False,0.0,1856.0,SATORI ELECTRIC CO,"Satori Electric Co., Ltd.",15,20,False,False,978566400000,CLOSED,0.0,1837.0 - 1868.0,Tokyo,82417,521.0,0.3902622,1335.0 - 2057.0,-201.0,-0.09771512,-6.0253143,1752127200,1752472800,True,141.43,152.16003,0.08930418,163.97998,0.09691373,
